,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date
9980,He’s literally on creative lol he can’t die,Ugy5pRRg3YC-2yTqMKN4AaABAg,http://www.youtube.com/channel/UCTK-TOPwtFOGVv4ynE0Xm4g,Dr_ No1ano,0,0,2021-01-13 01:37:22+00:00,2XVcLrB7B3Y,0,Worst Minecraft Saw Trap Ever???,2021-01-13
9981,It's a good deed and all. But we all know his accountant told him he needed tax write offs due to all the profits he's made.,Ugww5bxrJDuWJNYvUZZ4AaABAg,http://www.youtube.com/channel/UCB54GaKUBlWp08ezzyFOikg,Adam Barnes,0,0,2021-01-13 01:37:18+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
9982,Youtubers just do the challenges and they don’t win and they justDo it for nothing:(,UgzcS8DS0UlPNS8PWZ94AaABAg,http://www.youtube.com/channel/UCgPBnILpLveoZzTxwBRYgIg,Ice Ninjagaming,0,1,2021-01-13 01:37:11+00:00,i2O6GMpNWGo,0,"Last To Leave The Tesla, Keeps It Challenge",2021-01-13
9983,"wish I had me so of that cash, Mr beast giving away islands, I'm struggling to eat through collage haha",Ugxu5-4uKTd1r_bD0h14AaABAg,http://www.youtube.com/channel/UCegojdZIgF2Kmf1HKDDWNQw,ZeRnev VenZer,0,0,2021-01-13 01:37:10+00:00,5V2B28OqfqM,0,"I Spent $1,000,000 On Lottery Tickets and WON",2021-01-13
9984,Derek's smile was so wholesome,Ugx-HzUIvadXOUNqGlZ4AaABAg,http://www.youtube.com/channel/UCMCW3_xfFh6Zn9Rw9BmhAoA,Adrian Parra,0,0,2021-01-13 01:37:09+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
9985,I love how Chris is so cool about winning. He helps the guy who lost.,Ugx6F-1IMK1vPnGwq7p4AaABAg,http://www.youtube.com/channel/UCOSQatrWPqtX_7srKJqRDVg,4 string Guitar,0,0,2021-01-13 01:37:09+00:00,anFxsa5jXrE,0,"I Searched 100 Dumpsters, Here's What I Found",2021-01-13
9986,"Hey, MrBeast having a really bad time during this pandemic. I was wondering if you could help me out with some money. Pay tuition and stuff.",UgyAgiqgjcK9C5smtMh4AaABAg,http://www.youtube.com/channel/UCjfFrrXcUmdQRjipx8jcvLw,N E,0,0,2021-01-13 01:36:59+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
9987,make a next vid of giving all stuffs to random people/strangers. and plz don't buy evrything evrything in game stop im a gamer plz don't. :c,Ugykn9Ii2UQ4oUQbGZh4AaABAg,http://www.youtube.com/channel/UCr__VXhiobtVjEXdinWzNFw,Cherry Swoosh,0,0,2021-01-13 01:36:56+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
9988,When you find a homeless man in a dumpster and u get 2 dollars for it,UgwtEq0bDRAWRnpH7tJ4AaABAg,http://www.youtube.com/channel/UCWYS_0X6juVt31wE7y1pG4g,child beeter,0,1,2021-01-13 01:36:47+00:00,anFxsa5jXrE,0,"I Searched 100 Dumpsters, Here's What I Found",2021-01-13
9989,BOODY CHEEKS,Ugy_qB5-pgRemMPFFch4AaABAg,http://www.youtube.com/channel/UCCAj5b0Bwb9pJpJWt2unPlQ,Carson Brown,0,0,2021-01-13 01:36:44+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
9990,Bet my house be at $49;74!;,UgxoSfgaVCcBg_DXMtF4AaABAg,http://www.youtube.com/channel/UCUUVnXD-WZL6Zj7-zfn5ELg,LUCAS BAGGETT,0,0,2021-01-13 01:36:41+00:00,OAbP-V6fEVc,0,"I Broke Into A House And Left $50,000",2021-01-13
9991,I subscribed to you mr.beast,UgxhppO1gv6yo2XbCPN4AaABAg,http://www.youtube.com/channel/UCKHNQMJBBCP2pqGP-JSDfBw,Royer Antonio Aguilar,0,0,2021-01-13 01:36:40+00:00,s1ax8Tx_Jz0,0,Would YOU Rather Have A Lamborghini or This House?,2021-01-13
9992,"Thank you to Mr. Beast for giving us the Rewind we all have been needing for! You and many good creators out there make this platform back to its former glory with your content and especially dedication, thank you!",UgwSYur92Njj1KlGtu14AaABAg,http://www.youtube.com/channel/UCKDI5fvyYc8ZQUbi3i23erw,Ghostcool 05,0,1,2021-01-13 01:36:40+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
9993,"I’m telling you, this guy is an angel from god.",UgwDamLqtkp8_ubm-ed4AaABAg,http://www.youtube.com/channel/UCB9Il5o49kJ4ijlpCGQ0jqw,Jacob Blanco,0,0,2021-01-13 01:36:36+00:00,9cCpZl8euLI,0,I Gave A Homeless Man A Home,2021-01-13
9994,Lol that's funny as heck,UgyuFxccxb08lmTwmN14AaABAg,http://www.youtube.com/channel/UCDVIR2BeAhwsi0smnMedkdA,mikey's motivation,0,0,2021-01-13 01:36:31+00:00,vp5sSqyZ5Go,0,I Filled My Brother’s House With Slime & Bought Him A New One,2021-01-13
9995,How does he have this much money ?,Ugz-5QHMGhf4tKVySw14AaABAg,http://www.youtube.com/channel/UC3Gp0mF-Ys21387AwPb0tlQ,Redwan Ali,0,0,2021-01-13 01:36:27+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
9996,yo GG Chandler!,Ugwbd7HHb7XXZpTSxkF4AaABAg,http://www.youtube.com/channel/UCdpJ0dj49VJhKdSeBfZHdPg,Maddox Montgomery,0,0,2021-01-13 01:36:15+00:00,6wsFjjhZPJI,0,"Last To Leave Revolving Door Wins $50,000",2021-01-13
9997,Compassion for strangers noice,UgwKoDiZG3jqyrjiVeF4AaABAg,http://www.youtube.com/channel/UCHrLgc709aXQwZ_4WZDDsiw,Emma Chiev,0,0,2021-01-13 01:36:07+00:00,xRwy_rKc7gI,0,World's Largest Bowl Of Cereal,2021-01-13
9998,"Imagine being the people that commented bad stuff about mr beast, they’re crying in their wife’s/husbands girlfriends/boyfriends basement",UgxsT23DPRjGNAsbRGN4AaABAg,http://www.youtube.com/channel/UCuh2RQZyVJEvMl6_nxq5mGQ,Marcus Colfer,0,0,2021-01-13 01:35:48+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
9999,"The ignorant pressure conspicuously form because tax structurally hand for a bouncy visitor. wise, flawless brandy",UgwETyGWwyPgGb4K5Sl4AaABAg,http://www.youtube.com/channel/UC9sVMcGx1WuPHH0be2NdDzQ,Nia Saengaly,0,0,2021-01-13 01:35:45+00:00,KSKJKLmAqpI,0,"Lamborghini Race, Winner Keeps Lamborghini",2021-01-13
10000,"Hehehe, your joking, right",UgyRKOQ89Gq1P5qyr2t4AaABAg,http://www.youtube.com/channel/UCIG_5bHIV64a0WjHHW4ryrw,Zoey Meinert,1,0,2021-01-13 01:35:44+00:00,RywkkwO78m8,1,Flat Earth PROVEN By Independent Research,2021-01-13
10001,at2:09 Jimmy said fudge,UgxOzk7VuOOmQk8-Px94AaABAg,http://www.youtube.com/channel/UCUlX10f7o7WMyE3oybAQmag,Adriana Balsamo,1,0,2021-01-13 01:35:44+00:00,wbzD04leeLI,1,Do Water Repellent Shoes Actually Work?,2021-01-13
10002,Amazing,UgzNjnR8mwp-IkIxkFJ4AaABAg,http://www.youtube.com/channel/UCLM46jfK71D3C8FbuKBv5uw,flyhigh Hood6,0,0,2021-01-13 01:35:36+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10003,that kid is wrong 0:15 hes just mad or all of them,UgwHEwV8GbtYrQ1EXQN4AaABAg,http://www.youtube.com/channel/UC-q8bF9E4iHr5VuQhtqXviA,minzora,0,0,2021-01-13 01:35:27+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
10004,Wow,Ugz8SiOQO6XyP3tF0qN4AaABAg,http://www.youtube.com/channel/UCWnCdHkWXRBUYRDsjxNPS8A,Don’t whoosh me,0,0,2021-01-13 01:35:22+00:00,xvIpibLjs5k,0,"Battle Pirates, Another Hellstrike Fail.",2021-01-13
10005,Malayali undooo,UgwLOnVJ1aNm9wueqUl4AaABAg,http://www.youtube.com/channel/UCVB_M2uho8BQ8_jKQ5tPpJw,yoonus muhammed,0,0,2021-01-13 01:35:12+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10006,2021: I destroyed the razor factory with elephant toothpaste and didn't buy them a new one.,UgziGh4L1uqZw1TXgJR4AaABAg,http://www.youtube.com/channel/UC5ohl_dHPVLlzoRE4q3tHhQ,King Cole,0,0,2021-01-13 01:35:09+00:00,hD_Af6W2qug,0,Dear Razer Can I Have My 70$ Back?????,2021-01-13
10007,R u poor now,Ugy24DWuaIWeegZKOzt4AaABAg,http://www.youtube.com/channel/UCF3XCRujsdkUSN-jhYTM4fg,Clorox Temmie,0,0,2021-01-13 01:35:06+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10008,Honestly mr beast  is so generous,UgyYZ96ryzXKNo-AnrV4AaABAg,http://www.youtube.com/channel/UCYb4Metcq-DQy3CDBPAt6iw,Nicola Goodwin,0,0,2021-01-13 01:35:01+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
10009,What if the milk gets spoiled..,UgyPbiYDUSG_ql5REC14AaABAg,http://www.youtube.com/channel/UCpzI0icq-qlnoecLSWogRgg,AlexHarper Gaming,0,0,2021-01-13 01:35:01+00:00,xRwy_rKc7gI,0,World's Largest Bowl Of Cereal,2021-01-13
10010,10:48:40 there now you watch it for a hour,Ugy9r500pr3SGrBmEO14AaABAg,http://www.youtube.com/channel/UCYFG6t9-fmwJqEsQI_yxTbw,Boom Kox,0,2,2021-01-13 01:35:01+00:00,mGIpOtncmSM,0,"Saying Pewdiepie 100,000 Times",2021-01-13
10011,This is what happen if wealth distributed properly,UgzHxYFKzngRvGk7OX14AaABAg,http://www.youtube.com/channel/UCiihc-8aZEcQYIeS445sfDw,Jose karim,0,0,2021-01-13 01:35:00+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10012,F in chat for Garrett,UgyfMYpFD_JOuGApFBN4AaABAg,http://www.youtube.com/channel/UCw1i3IhCOFXWNuT-Zu4Ndcg,Tom Menzies,0,0,2021-01-13 01:34:58+00:00,3ix_gbcubTo,0,"Last To Leave Slime Pit Wins $20,000 - Challenge",2021-01-13
10013,Do this again please or donate or something I love those videos. Anyone else?,UgxxrMwMBaq9Fg2vzSB4AaABAg,http://www.youtube.com/channel/UCkWFTDHV3obdGG_TTacG3Fw,Magan VandeBogart,0,0,2021-01-13 01:34:49+00:00,anFxsa5jXrE,0,"I Searched 100 Dumpsters, Here's What I Found",2021-01-13
10014,This is totally irrelevant but I just had an amazing orange,UgzttIvL3kuU2nGrgjl4AaABAg,http://www.youtube.com/channel/UC3RkAVHEj-o1H5OEIbawtRw,vHuncho,0,0,2021-01-13 01:34:48+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10015,"Chirs a man with a wife and a son
Also chris: 1:58",UgzNNZ9tmTyN9DZomM14AaABAg,http://www.youtube.com/channel/UChfG6Fi1JQa5SKLDldxxhtA,banshee wanchiee,0,0,2021-01-13 01:34:39+00:00,FbM1yi4mMMc,0,I Bought A Private Island,2021-01-13
10016,"Polska dotarła ?
👇",UgzHGsLA_boomwRbMKF4AaABAg,http://www.youtube.com/channel/UCWVT71Ovv-ytSCobBfwgFvg,Gracjan Fabjanski,0,0,2021-01-13 01:34:38+00:00,5V2B28OqfqM,0,"I Spent $1,000,000 On Lottery Tickets and WON",2021-01-13
10017,lego life matter brooooooooooooooooooooooooooooooooooooooooooooooo i lv this chaneeeeeeeeeeeeeeeeeeel,Ugw8_I-ZtuAVKsbPJFt4AaABAg,http://www.youtube.com/channel/UCbbPa3J04B3C8x14YXJ00Hg,Alejanro Rincón,0,0,2021-01-13 01:34:38+00:00,XE9pUM9MEFA,0,I Built A Working Car Using Only LEGOS,2021-01-13
10018,My friend plays world of tanks,UgyigQomldoCQ-9WnE94AaABAg,http://www.youtube.com/channel/UCHNMlFcjIe6n0OsIlr-dJ5g,SULE,0,1,2021-01-13 01:34:21+00:00,f0M64XpmTz8,0,"I Spent $50,000 On Lottery Tickets And Won ____",2021-01-13
10019,hai mr beast please come ti india and make a give away,UgwhnbXFGUakk9AA1gJ4AaABAg,http://www.youtube.com/channel/UCIo66mnBMGbOIM695Bi8Ccg,Vandana Kolhe,0,0,2021-01-13 01:33:57+00:00,s1ax8Tx_Jz0,0,Would YOU Rather Have A Lamborghini or This House?,2021-01-13
10020,You look better with a beard,UgxZoLxug9OIQUawEVR4AaABAg,http://www.youtube.com/channel/UCveyHRYVvf6hXwSLQ7iGvaw,Aryan Agrawal,0,0,2021-01-13 01:33:54+00:00,t1BWMa8btIw,0,I Mailed Myself IN A BOX & it REALLY WORKED! (Human Mail Challenge),2021-01-13
10021,3:01 DIE DEKU,UgxrX7-E24GI9_IjHW54AaABAg,http://www.youtube.com/channel/UC16utRBAXy35OyZNBXfe95w,꧁•LyssaNoel Gacha•꧂,0,0,2021-01-13 01:33:52+00:00,qZNxvnQv0h4,0,I Bought Every Billboard In My City For This,2021-01-13
10022,hi future viewers,Ugw68dE-FJCB-nAryHZ4AaABAg,http://www.youtube.com/channel/UCpKJWckrTQ3_jFU19hejQ2w,Eherndog,0,1,2021-01-13 01:33:43+00:00,LP_mGU3CgXk,0,SURPRISING MY BROTHER WITH A LAPTOP,2021-01-13
10023,Me,Ugy4Vp_XLb_aPORIcYt4AaABAg,http://www.youtube.com/channel/UCCpWafeKCBn8I3KTlscDXMQ,Kevlynn Fugate,0,0,2021-01-13 01:33:40+00:00,OAbP-V6fEVc,0,"I Broke Into A House And Left $50,000",2021-01-13
10024,Ik,UgylpftmLxfII6_LAl54AaABAg,http://www.youtube.com/channel/UCIBRMr1Y6wvkY6DZ7PwwvuA,Houston Thompson,0,0,2021-01-13 01:33:39+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10025,The explosion never changed,Ugy98Z9W2-Ka4deN9sh4AaABAg,http://www.youtube.com/channel/UCe7MsigicGAu0rJg0ACXVhA,Manuel TV,0,0,2021-01-13 01:33:34+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
10026,And now you have 50mil💙,UgxpSUEXaC0YujaD5Jp4AaABAg,http://www.youtube.com/channel/UClWHnMKK9Ue_KvlgNRiq0IQ,patrick delgado,0,0,2021-01-13 01:33:31+00:00,bA20RJcegOI,0,1500,2021-01-13
10027,Great job guys !!!!!,Ugwqah00ESHOzCpbxnh4AaABAg,http://www.youtube.com/channel/UCkOU4A7jgjZKyxjY6oHwaeQ,brad helmig,0,0,2021-01-13 01:33:21+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10028,Why is the car guy bleeding?!,Ugyx2smCQo_fhU9A4GZ4AaABAg,http://www.youtube.com/channel/UCGyavK0mniSovNqExOwLD3g,Conscious Daily,0,0,2021-01-13 01:33:12+00:00,LeYsRMZFUq0,0,"I Gave People $1,000,000 But ONLY 1 Minute To Spend It!",2021-01-13
10029,This channel is exponentially growing and it is amazing. I wish i could give millions to other people. It has to be amazing doing all this good stuff.,UgyDcbcs4iuhYX1ttFd4AaABAg,http://www.youtube.com/channel/UCoqLBNgX77ObeIp_f-7G-BA,Jonathon Vince,0,0,2021-01-13 01:33:05+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10030,CORRECTION: it’s a 99 cent hot dog 😂😂🌭,UgwkgXt1pW2DzBaYv7d4AaABAg,http://www.youtube.com/channel/UClEakp9uET2irRfrWMgBK9g,Juliana Marie,0,0,2021-01-13 01:33:01+00:00,F4Y3Pkn95GI,0,"I Ate A $70,000 Golden Pizza",2021-01-13
10031,"Man, I  do anything to get a million dollars.",UgzyarkKOiGWWZD3oV54AaABAg,http://www.youtube.com/channel/UC1irWWo6dHMm4TzH-e1x6Kw,Brian Hall,0,0,2021-01-13 01:32:56+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10032,who’s here in 2021?,Ugzwz4alAcwk6zIxJlZ4AaABAg,http://www.youtube.com/channel/UC5-IoplCGeDJG0p6DcxT50w,Jacob Getchell,0,1,2021-01-13 01:32:37+00:00,anFxsa5jXrE,0,"I Searched 100 Dumpsters, Here's What I Found",2021-01-13
10033,0:14 wow can’t imagine being them,UgwRpSIZRhx0v3Vlt9Z4AaABAg,http://www.youtube.com/channel/UCbGQp9pyd0ZHDu42mky-xvg,Remember Frenzy_YT,0,0,2021-01-13 01:32:29+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
10034,no way MrBeast poor,UgzhKO8xIvwBhvhkd-J4AaABAg,http://www.youtube.com/channel/UClB91xzMPEzuN81dhBv8Ysg,Duc Tran,0,0,2021-01-13 01:32:23+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10035,Wow.,UgwtkNNXnc5KAU_0wLh4AaABAg,http://www.youtube.com/channel/UCOyAVtcMXAJxBEYlWJnLFNg,Vivi Pongo,0,1,2021-01-13 01:32:20+00:00,iUzi5JmJNWc,0,Surprising Strangers With 100 Zombies - Experiment,2021-01-13
10036,awwwwwww i got my pupper Max 😍😍😍😍,UgwdzGMm0eU5CgLxcnl4AaABAg,http://www.youtube.com/channel/UCLpW2G4kBxHB5e1S46Ejh_Q,Olivia Porter,0,0,2021-01-13 01:32:17+00:00,YQDDm9HLkV4,0,I Adopted EVERY Dog In A Dog Shelter,2021-01-13
10037,i would,UgwxSk13iHXhMkjlL-F4AaABAg,http://www.youtube.com/channel/UCUOd3h44ABFv7NwWlt8dt7A,Cupcakeking1618,0,0,2021-01-13 01:32:07+00:00,97Gh93Daio0,0,I Made Money Grow On Trees,2021-01-13
10038,"The sturdy comic ethically instruct because butane splenomegaly deliver above a smiling playroom. fast, dirty change",UgzUYlq79R2YEdW59F94AaABAg,http://www.youtube.com/channel/UCcHsK4y2jlKNw_5lIdBURcw,Yaky Ibia,0,0,2021-01-13 01:31:53+00:00,D9lVNzyhYnc,0,Surviving 24 Hours Straight In The Bermuda Triangle,2021-01-13
10039,Chris is with out a shirt,UgyllPeu1BIkFiPR-_t4AaABAg,http://www.youtube.com/channel/UCq17V21yp0xKcYZw469q2MA,I'm bored,0,0,2021-01-13 01:31:52+00:00,lBYC4_Lccjw,0,Surviving 24 Hours On A Deserted Island,2021-01-13
10040,"Damn this is a good channel, I hope this channel blows up",UgwCtFYDu5KQQ6r5AvN4AaABAg,http://www.youtube.com/channel/UCL-GwhYmr5afm36dlUelfkw,ScenicFlyer,0,1,2021-01-13 01:31:51+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
10041,"*since you help eveyone help meee toooooo i neeed it, that’s it. Thanks* :)",UgyXyejus16KLXoQUvJ4AaABAg,http://www.youtube.com/channel/UCnXh4qaGL7clgNUCxqqQ0vg,Well K,0,1,2021-01-13 01:31:41+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10042,"I cried at the end when Joey said, he was struggling 😭",UgybzBiIfiVz6PwItiZ4AaABAg,http://www.youtube.com/channel/UCp2rBSZ_xLaXUszmTz27U2g,Aiko!,0,0,2021-01-13 01:31:34+00:00,sfv1QaRzJg8,0,I Ordered Pizza And Tipped The House,2021-01-13
10043,*When the Dolan Dark link in the description links to Dolan Darker instead*,Ugz9RYN76_cJYcOnMzJ4AaABAg,http://www.youtube.com/channel/UC4hhv11pJdmXF24arMgyhRg,Sarcastic Grumps,0,0,2021-01-13 01:31:33+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
10044,Im happy this was recommended to me in 2 years lol dope,UgxpPaql8y2R1M0HJId4AaABAg,http://www.youtube.com/channel/UCED6sLuOSEdCGYHvooJPiEg,Fuzzy Shady,0,0,2021-01-13 01:31:30+00:00,XE9pUM9MEFA,0,I Built A Working Car Using Only LEGOS,2021-01-13
10045,6:34 well Jimmy... I can drive stick,UgxbcOgkgocVyQtXdmd4AaABAg,http://www.youtube.com/channel/UCS0nFfUpyTkaX9dq77WHT6g,Mikeymoo Trumpet,0,0,2021-01-13 01:31:24+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10046,Were is 50m play button,UgzsTHd9r3vI_P6dnmB4AaABAg,http://www.youtube.com/channel/UC66Fzgs4LHYHp5XxWnZpR0w,CHARLI已 GAMING,0,1,2021-01-13 01:31:19+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10047,I love you Jimmy,Ugy85VYajS7qC-1EG0V4AaABAg,http://www.youtube.com/channel/UC7TP1bohvhE2E6oxv74ywEg,Miteku Crossan,0,0,2021-01-13 01:31:11+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10048,booo,Ugw8eAkXuEblcHJYzlF4AaABAg,http://www.youtube.com/channel/UCjPJdxfu3G9E2sxPXRQ3v8A,Schribless 2,2,1,2021-01-13 01:31:06+00:00,RywkkwO78m8,2,Flat Earth PROVEN By Independent Research,2021-01-13
10049,Sus,UgwWGjx0uF-Uo0UZH-14AaABAg,http://www.youtube.com/channel/UCmRQOnCD7byobX7UNgRINaw,Jose Florian,0,0,2021-01-13 01:31:04+00:00,iUzi5JmJNWc,0,Surprising Strangers With 100 Zombies - Experiment,2021-01-13
10050,"Mr Beast, you just gave me a smile on my face man! Keep it going!!",UgwhRl3gq3FgqKhwY_p4AaABAg,http://www.youtube.com/channel/UCD3YwPGqjO1fAW8RQzJzicg,Mike Gill,0,0,2021-01-13 01:31:01+00:00,YQDDm9HLkV4,0,I Adopted EVERY Dog In A Dog Shelter,2021-01-13
10051,"while hes sure happy to receive it, its a shame both parties need to pay tax on it again.",Ugzny7-SZkO655YzINl4AaABAg,http://www.youtube.com/channel/UCHHLVpwcEZwffGLcL9948Bw,Daniel Bergeron,0,0,2021-01-13 01:30:44+00:00,sfv1QaRzJg8,0,I Ordered Pizza And Tipped The House,2021-01-13
10052,That's mrbeast gaming,UgyXICOY2MCVJdH7cSN4AaABAg,http://www.youtube.com/channel/UC7ji5EahtOFzZ7jrdNxa0Tg,Tirso Morales,0,0,2021-01-13 01:30:38+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10053,I would have won that,UgwaB_Nnq4ScRevcByx4AaABAg,http://www.youtube.com/channel/UC7DTQzjrqXLEL6OnFWFhcQg,Charisma Aguilar,0,1,2021-01-13 01:30:27+00:00,3ix_gbcubTo,0,"Last To Leave Slime Pit Wins $20,000 - Challenge",2021-01-13
10054,i really enjoy every episode. thank you,UgyQZkFC4B7ItsBF5Y14AaABAg,http://www.youtube.com/channel/UCqna9XBncSOemvp--CwA33Q,Andreas Krause,0,0,2021-01-13 01:30:26+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
10055,OMG! *no words left*,Ugy83F1Z2CBI2B_aN4B4AaABAg,http://www.youtube.com/channel/UC4KcoFjFwdqkqk6pC6RHXHw,Humreet Dhatt,0,0,2021-01-13 01:30:22+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
10056,4:42 HE DID HIT IT,Ugw75OIgaD26y2S-u5p4AaABAg,http://www.youtube.com/channel/UCsGkLontxEzmRwVDkqsGIUQ,Hamster Hamster,0,0,2021-01-13 01:30:19+00:00,Dc2ZRmuH5OM,0,"Steal This $100,000 Diamond, You Keep It",2021-01-13
10057,2021 xD,UgzBfcCGeA9tMWYD59x4AaABAg,http://www.youtube.com/channel/UCQCoGxlA1z4xCFwX6qB6vSg,Pnxia,0,0,2021-01-13 01:30:19+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
10058,Sick,UgznMC3aBa0AE6qsHzp4AaABAg,http://www.youtube.com/channel/UCq17V21yp0xKcYZw469q2MA,I'm bored,0,0,2021-01-13 01:30:12+00:00,lBYC4_Lccjw,0,Surviving 24 Hours On A Deserted Island,2021-01-13
10059,GUYS I FIGURIED IT OUT MRBEAST IS ACCUTALY A FAMOUS BANK ROBBER WHO GOT CAUGHT AND NOW HAS TO GIVE AWAY ALL THE MONEY TO PEOPLE IN NEED!!!!!!!!!!!!!!!!!!!!,Ugxsvw_pTdm3AwLpJLV4AaABAg,http://www.youtube.com/channel/UCR81L0U9PLyKTiAY8izEfjQ,Googly Tank,0,1,2021-01-13 01:30:08+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10060,i subed,UgwkCG93nLuciIK_veF4AaABAg,http://www.youtube.com/channel/UCec-P8AfGqhdN2u5x9AnoSw,ilove diamonds301,0,0,2021-01-13 01:30:04+00:00,al6130OD1Ck,0,"Donating $100,000 To Random Streamers",2021-01-13
10061,Hey man it would mean the world to me if u told me what u did for a living?,Ugxt1K7nLAJknF2BgKx4AaABAg,http://www.youtube.com/channel/UCisjRXUcqbLU-UzI9SOU6xA,MrBen,0,1,2021-01-13 01:29:53+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10062,Beastbread,Ugy5nSvw2DUWV7NFa8J4AaABAg,http://www.youtube.com/channel/UCgEvtZeF1SFgbbKexqGisuw,Math is not fun,0,0,2021-01-13 01:29:44+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10063,4:21 is the best,UgyCtfJ1eUBReEW7-YZ4AaABAg,http://www.youtube.com/channel/UCNPjCDDW_yg3dRXFg0ub6Ag,Joshua Manjoo,0,0,2021-01-13 01:29:28+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
10064,"Morgz:
*Its free real estate*",UgyopxS5BGQVZjQxrUh4AaABAg,http://www.youtube.com/channel/UCQATan1ZyxntQjO32cqfkhA,Kenric Guo,0,0,2021-01-13 01:29:25+00:00,Rj_vssRaZlQ,0,I Ate The World’s Largest Slice Of Pizza,2021-01-13
10065,Yes my boy Coryxkenshin made the Mrbeast rewind yessssss,UgxiODPyFTW7nQn93TV4AaABAg,http://www.youtube.com/channel/UCOgxlz1JXAJ7PZc3C2jnpSA,Albert Cruz,0,1,2021-01-13 01:29:23+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
10066,i sub mr beast :D,UgyZlz8wYJecsl-qah54AaABAg,http://www.youtube.com/channel/UCOBeuheNJaOw65GquMu8RYg,JUSTIN PANLILIO,0,0,2021-01-13 01:29:22+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
10067,poor karl he liked his VW,UgxOVe4ZKty1nRUjH1d4AaABAg,http://www.youtube.com/channel/UCEI_7X5k8I2L17R7XrH5O8Q,Justin Williams,0,0,2021-01-13 01:29:21+00:00,UE5AHE2Ypr8,0,"I Gave My 40,000,000th Subscriber 40 Cars",2021-01-13
10068,"The superb alley immunophenotypically welcome because brandy directly question besides a weary copyright. better, caring south america",UgyRvCsApxlbetKGzMJ4AaABAg,http://www.youtube.com/channel/UCcHsK4y2jlKNw_5lIdBURcw,Yaky Ibia,0,0,2021-01-13 01:29:12+00:00,d1010B3sKNQ,0,Surviving 24 Hours Straight In A Rain Forest,2021-01-13
10069,Can u help me promote my channel?,Ugz5sgUxcFK56fqQ1TF4AaABAg,http://www.youtube.com/channel/UC-F3j6SwyZndi2CBOI38gJw,M Channel,0,0,2021-01-13 01:29:05+00:00,f0c7pSCoZqE,0,"I Put 1,000,000 Christmas Lights On A House (World Record)",2021-01-13
